run_id,program_name,eval_name,test_accuracy,models,methods,n_methods,uses_training,summary,used_dinov2,used_clip,prompt_tokens,completion_tokens,total_tokens,llm_cost,backbone_bucket,methods_canonical,n_methods_canonical
0173_5d197be8,program_step0173_5d197be8.py,eval_step0173_5d197be8.json,0.6414893617021277,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'knowledge distillation', 'Gaussian mixture modeling', 'class-anchor mixture head', 'parameter-efficient fine-tuning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs various strategies such as pseudo-labeling, consistency regularization, and knowledge distillation to enhance model performance on labeled and unlabeled data. The model is trained with multi-view augmentations and incorporates Gaussian mixture modeling for improved classification. Additionally, it utilizes a class-anchor mixture head for better representation learning.",True,False,11742,164,11906,0.013637800000000002,DINOv2 only,"['class anchor mixture head', 'consistency regularization', 'gaussian mixture modeling', 'multi view augmentation', 'parameter efficient finetuning', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",8
0175_3a715fd1,program_step0175_3a715fd1.py,eval_step0175_3a715fd1.json,0.6537234042553192,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'cross-view agreement', 'Gaussian process', 'atlas-based classification', 'parameter-efficient finetuning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs various strategies such as pseudo-labeling, consistency objectives, and multi-view augmentations to enhance model performance on labeled and unlabeled data. The model is trained to refine its predictions through cross-view agreement and incorporates an atlas-based classification approach for improved accuracy. The program is designed to efficiently handle both labeled and unlabeled datasets for classification tasks.",True,False,13168,180,13348,0.0152768,DINOv2 only,"['consistency / multi-view', 'gaussian process', 'manifold based classification', 'multi view augmentation', 'parameter efficient finetuning', 'pseudo-labeling', 'semi-supervised learning', 'view agreement']",8
0176_8aac3738,program_step0176_8aac3738.py,eval_step0176_8aac3738.json,0.6468085106382979,"['DINOv2', 'ViT']","['transductive consistency', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian head', 'atlas head', 'shrinkage-LDA', 'memory bank', 'fused logits']",9,yes,"The program implements a semi-supervised learning framework that enhances a frozen-feature pipeline with a transductive consistency atlas head. It utilizes DINOv2 features and incorporates local tangent charts for improved class representation. The training process involves pseudo-labeling, consistency objectives, and a multi-view augmentation strategy to refine the model's predictions. The approach aims to leverage both labeled and unlabeled data effectively, enhancing classification performance in texture classes.",True,False,12974,163,13137,0.0149886,DINOv2 only,"['atom head', 'consistency / multi-view', 'fused logits', 'gaussian head', 'memory bank', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda', 'transductive learning']",9
0177_f24a249a,program_step0177_f24a249a.py,eval_step0177_f24a249a.json,0.6531914893617021,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'cross-view agreement', 'Gaussian process', 'prototype-based classification', 'memory bank', 'weighted k-means', 'adapter heads']",10,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs various strategies such as pseudo-labeling, consistency objectives, and multi-view augmentations to enhance model performance on labeled and unlabeled data. The model is trained to refine its predictions through cross-view agreement and utilizes a memory bank for improved classification. Additionally, it incorporates a Gaussian process for uncertainty estimation and a weighted k-means approach for clustering.",True,False,13065,190,13255,0.0152075,DINOv2 only,"['consistency / multi-view', 'gaussian process', 'memory bank', 'multi view augmentation', 'prototype densification', 'pseudo-labeling', 'residual adapter head', 'semi-supervised learning', 'view agreement', 'weighted k means']",10
0178_35ca3a4a,program_step0178_35ca3a4a.py,eval_step0178_35ca3a4a.json,0.652127659574468,"['ViT', 'StudentNet', 'PrototypeAttentionHead']","['semi-supervised learning', 'pseudo-labeling', 'consistency training', 'multi-view augmentation', 'knowledge distillation', 'Gaussian process', 'prototype-based attention']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student-teacher model architecture. It employs multi-view augmentations and consistency training to enhance the learning process, alongside pseudo-labeling and knowledge distillation techniques. The model incorporates a prototype-based attention mechanism to improve classification performance on both labeled and unlabeled data.",True,False,11529,142,11671,0.0133067,DINOv2 only,"['consistency regularization', 'gaussian process', 'multi view augmentation', 'prototype based attention', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",7
0179_930ad679,program_step0179_930ad679.py,eval_step0179_930ad679.json,0.6446808510638298,"['ViT', 'StudentNet', 'DualEvidenceHead']","['semi-supervised learning', 'pseudo-labeling', 'consistency training', 'multi-view augmentation', 'Gaussian process', 'knowledge distillation', 'parameter-efficient fine-tuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs a student-teacher model with pseudo-labeling and consistency training to enhance performance on labeled and unlabeled data. The framework includes multi-view augmentations and a dual evidence head for improved classification. Additionally, it utilizes Gaussian processes for uncertainty estimation and knowledge distillation for better model training.",True,False,12777,150,12927,0.0147147,DINOv2 only,"['consistency regularization', 'gaussian process', 'multi view augmentation', 'parameter efficient finetuning', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",7
0180_391b8aed,program_step0180_391b8aed.py,eval_step0180_391b8aed.json,0.6478723404255319,"['ViT', 'StudentNet', 'GateNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'cross-view agreement', 'Gaussian mixture modeling', 'transport correction', 'memory bank', 'feature normalization', 'prototype learning']",9,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and custom student and gate networks. It employs various strategies such as pseudo-labeling, consistency regularization, and Gaussian mixture modeling to enhance learning from both labeled and unlabeled data. The model is trained to improve classification accuracy while leveraging cross-view agreement and transport correction techniques for better performance.",True,False,12874,153,13027,0.014834600000000002,DINOv2 only,"['consistency regularization', 'feature normalization', 'gaussian mixture modeling', 'memory bank', 'prototype alignment', 'pseudo-labeling', 'semi-supervised learning', 'transport smoothing', 'view agreement']",9
0181_ffcfc4da,program_step0181_ffcfc4da.py,eval_step0181_ffcfc4da.json,0.6473404255319148,"['DINOv2', 'ViT']","['frozen features', 'shrinkage-LDA', 'prototype simplex residual head', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'gated fusion', 'Gaussian head', 'memory bank', 'local affine span']",10,yes,The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a prototype simplex residual head for improved classification. It utilizes a combination of labeled and pseudo-labeled samples to refine class prototypes and employs a gating mechanism to selectively integrate local candidate prototypes. The approach includes multi-view augmentations and consistency objectives to boost performance while maintaining low computational costs.,True,False,12677,158,12835,0.014639900000000003,DINOv2 only,"['consistency / multi-view', 'frozen features', 'gated fusion', 'gaussian head', 'local affine span', 'memory bank', 'multi view augmentation', 'prototype simplex residual head', 'pseudo-labeling', 'shrinkage lda']",10
0182_c2ca2ce0,program_step0182_c2ca2ce0.py,eval_step0182_c2ca2ce0.json,0.6462765957446809,"['DINOv2', 'ViT']","['frozen-feature pipeline', 'pseudo-labeling', 'student distillation', 'tangent-space head', 'query-adaptive fusion', 'Gaussian head', 'cross-view consistency', 'memory bank', 'SVD', 'LDA', 'data augmentation']",11,yes,"The program implements a semi-supervised learning framework that enhances classification performance by integrating a frozen-feature pipeline with a novel tangent-space head. It utilizes DINOv2 features for robust representation learning, employs pseudo-labeling for unlabeled data, and incorporates a query-adaptive fusion mechanism to improve predictions. The approach is designed to be data-efficient, leveraging small tangent bases and a memory bank for improved class representation.",True,False,14886,167,15053,0.0171094,DINOv2 only,"['consistency / multi-view', 'frozen features', 'gaussian head', 'lda', 'memory bank', 'multi view augmentation', 'pseudo-labeling', 'query adaptive fusion', 'student distillation', 'svd', 'tangent space head']",11
0183_523e9d3e,program_step0183_523e9d3e.py,eval_step0183_523e9d3e.json,0.6537234042553192,"['DINOv2', 'ViT']","['frozen features', 'pseudo-labeling', 'consistency objectives', 'multi-view training', 'Gaussian head', 'simplex projection', 'gate network', 'distillation', 'LDA projection']",9,yes,"The program implements a semi-supervised learning framework that enhances classification performance by combining labeled and unlabeled data. It utilizes a frozen DINOv2 backbone for feature extraction, introduces a novel simplex-convex reconstruction head for improved class evidence, and employs a gate network to dynamically adjust contributions from the simplex head. The approach leverages various training strategies, including pseudo-labeling and consistency objectives, to effectively utilize unlabeled data.",True,False,12879,160,13039,0.014870900000000001,DINOv2 only,"['consistency / multi-view', 'frozen features', 'gate network', 'gaussian head', 'lda projection', 'multi view training', 'pseudo-labeling', 'simplex projection', 'student distillation']",9
0184_989b48c4,program_step0184_989b48c4.py,eval_step0184_989b48c4.json,0.6457446808510638,"['DINOv2', 'StudentNet', 'CoordResidualHead']","['transductive learning', 'student distillation', 'shrinkage-LDA', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'coordinate residual correction']",7,yes,This program implements a novel transductive extension for semi-supervised learning using prototype simplex coordinates with class-conditional residual calibration. It leverages a frozen DINOv2 backbone for feature extraction and employs a student model for distillation. The method focuses on refining class prototypes and utilizing both labeled and reliable unlabeled data to improve classification performance through a compact coordinate residual head.,True,False,12522,151,12673,0.014438600000000003,DINOv2 only,"['consistency regularization', 'multi view augmentation', 'pseudo-labeling', 'residual correction', 'shrinkage lda', 'student distillation', 'transductive learning']",7
